10326,Neville,W,Aguilera,3,M,04/12/1994,158299,252-508-1659,w%}&|/4C]%
10327,Leonard,S,Aguirre,1,M,03/11/1981,103889,216-761-0952,BmaruMB]
10328,Rosalinda,B,Aguirre,3,F,3/28/1974,60819,215-323-9576,ox0p_$;6b.d
10329,Erminia,Y,Ahern,3,F,11/07/1981,124201,205-826-0851,j@r_dyKGUPk7!
10330,Dimple,Q,Ahmad,4,F,6/20/1958,72974,212-623-6112,F]_<7xeT
10331,Phebe,K,Ahmad,4,F,8/17/1972,165206,209-656-8662,5~]k!}GBm[YS
10332,Leslie,Q,Ahmad,1,F,11/10/1984,120547,308-429-0534,ON^aZO7JwdKe
10333,Ronny,B,Aiello,4,M,6/21/1971,79225,216-595-4654,izBOzn{-/3P
10334,Cody,P,Aiello,1,M,5/17/1966,149306,218-693-7776,6WsKr;Idm-[b
10335,Maximina,G,Aiken,3,F,3/19/1966,96664,210-558-1096,958FsYKbca#O
10336,Despina,A,Ainsworth,2,F,01/11/1986,87730,203-882-4987,SN^X&~d{h
10337,Pamella,O,Akin,4,F,8/31/1972,105947,218-804-4012,qMzx4<_W4JNf{
10338,Tonisha,P,Akins,3,F,6/29/1977,102283,252-976-4591,uPd&e?^ce3c
10339,Rossie,Z,Akins,2,F,12/17/1994,90198,215-979-6598,0_MG.Hg0kQaz-
10340,Alfonso,I,Alba,3,M,11/16/1971,150805,209-780-0931,TQ^^5@hA7n]U
10341,Alejandro,E,Albers,1,M,6/27/1973,94958,503-938-3125,Emr}~;?wktW1KY
10342,Darrell,E,Albertson,1,M,3/16/1976,191525,208-665-2525,83.e;V.o
10343,Cierra,G,Albertson,4,F,7/16/1970,96284,240-718-2537,Ju2W;IMF
10344,Elvia,T,Albrecht,3,F,5/16/1974,42038,240-835-8773,75Q#RZFH}hqn
10345,Ismael,C,Albright,2,M,05/06/1969,86263,304-287-7377,60Ux/_+EjMWjm4
10346,Shirley,D,Albritton,2,M,8/23/1987,94526,239-269-7809,i+H*8DoTI2H
10347,Meg,K,Alcala,1,F,6/19/1977,84086,215-368-6288,M~]U;N94^
10348,Gordon,O,Alderman,4,M,08/04/1981,64045,239-704-9016,d+\~rHgt
10349,Darell,T,Alderman,3,M,2/22/1980,196192,212-999-9690,Voc1g}UM*SzK
10350,Blaine,L,Aldrich,4,M,10/25/1995,73619,803-935-7913,Xzz<[Kx}s]5/uE
10351,Markus,C,Aldridge,4,M,5/18/1970,151983,212-756-6780,8_fn/zx$]]_dS
10352,Sherilyn,D,Aleman,3,F,5/24/1961,60297,505-555-3374,z9yzQ+OS>u[ZhmA
10353,Alta,F,Alexander,2,F,04/11/1982,138412,236-228-6014,M.dYZf*rFa
10354,Debbra,U,Alexander,2,F,02/07/1958,140152,201-965-7122,xIAKSioi>yM
10355,Marshall,Y,Alfaro,4,M,10/08/1980,196695,201-377-1670,h\#NG&@hx/]u_
10356,Patricia,I,Alfonso,3,F,1/25/1977,130446,219-839-5896,w^Mn:VYZn-
10357,Fredda,J,Alford,3,F,05/08/1989,169257,215-829-8950,3H5z}DH8D<
10358,Rudy,Z,Alger,2,F,03/10/1975,43650,802-688-9601,S$78wteEDp/#
10359,Scot,B,Alicea,3,M,05/01/1968,87733,219-632-4661,1;^<c:8vFq
10360,Wilton,Z,Alicea,3,M,1/21/1967,57301,215-957-1871,o0+zjgG0RqF[zF
10361,Isabel,M,Allan,2,F,5/22/1959,98604,216-293-9452,a#Nb:&fz\%q+
10362,Fern,E,Allen,2,F,7/21/1963,121834,802-728-5117,gTzX:+Lw8;Q}jaa
10363,Mario,H,Allen,3,M,3/13/1972,172301,209-766-8980,p2v;40fLfnAwnE0
10364,Thuy,P,Alley,2,F,8/28/1994,60781,304-689-8294,2ACyR|_|
10365,Gilberto,M,Allison,3,M,12/15/1978,164350,314-893-9317,BwH9DV@/P*NeeZ
10366,Vergie,W,Allman,2,F,08/03/1974,131031,252-773-5005,of5i#-GI%D*F1
10367,Abraham,N,Allred,2,M,02/01/1980,184877,216-700-6300,t]v70Aw.r9@
10368,Freddy,H,Allred,4,M,12/13/1975,149379,217-255-1162,z4rJln|YR91}J
10369,Jenell,L,Almanza,3,F,07/01/1958,139856,314-893-2590,Ou7RX{yT
10370,Tamiko,J,Almanza,1,F,3/22/1963,159912,217-225-8318,zs0.0ecgpUpj^t-
10371,Erasmo,I,Almeida,3,M,4/17/1970,199519,231-275-5695,m<f<g.*6
10372,Hermine,F,Almeida,2,F,3/26/1986,69581,215-418-4689,Oo9DC7;mVFc
10373,Dan,H,Alonso,3,M,06/05/1960,99330,401-305-0139,pf5OuRMkUiIwBL0
10374,Sammie,J,Alonzo,2,M,7/28/1981,73150,702-927-6390,f^f*ldhT3S
10375,Teresa,O,Alston,2,F,8/20/1981,123242,225-681-2204,JLl3e_lS}5P
10376,Keneth,F,Alston,3,M,5/26/1958,92793,209-909-6398,UX5P3RDpRsPoY
10377,Curt,U,Altman,2,M,04/05/1995,99741,239-647-1639,qV6a<u~:
10378,Herschel,R,Alvarado,2,M,07/04/1971,183201,240-728-5916,aX9r!lo4n!|%MvM
10379,Ella,C,Alvarez,3,F,9/14/1959,189377,236-621-1122,twYv>ki$U3>a4@m
10380,Kizzy,E,Alves,3,F,1/20/1991,98759,209-767-1828,RIy7SD5oI.
10381,Wan,J,Amador,1,F,10/01/1958,110560,303-466-9486,x_gOlt08nxI]
10382,Clint,O,Amaral,3,M,3/14/1985,89083,210-926-3255,M%b+cI!l8>Mu?UL
10383,Cleotilde,V,Amato,3,F,4/13/1991,81285,262-734-3297,7+g2F8dm
10384,Randee,W,Amaya,4,F,11/24/1978,40462,252-404-8350,1eeVcI?Ba^B}U
10385,Paulina,J,Ames,1,F,03/01/1974,76494,308-481-0605,8w.vSU8J-\
10386,Gilberto,Z,Ammons,4,M,07/10/1979,198963,803-917-2769,fr_]m4bK
10387,Quintin,E,Ammons,2,M,8/23/1990,164108,314-793-9878,Z@|tvzUZwr
10388,Leopoldo,O,Amos,2,M,8/23/1968,162433,239-952-7094,L^QtXFs-E;
10389,Peter,X,Amos,3,M,10/26/1970,172086,270-958-2865,imXoss$&w;;9+1
10390,Wally,I,Amundson,4,M,1/19/1994,80031,217-322-6788,n|<99<Y!_8!
10391,Verlene,E,Andres,3,F,11/19/1963,52785,236-643-9729,ml7_9BvlYIq\FS
10392,Leonila,B,Andrus,1,F,09/12/1979,60022,209-827-0225,o2$!x~s]
10393,Bart,P,Angel,3,M,09/07/1957,51022,303-749-0211,R/&T;Y/fwR
10394,Winfred,H,Angel,2,M,8/27/1988,68710,217-891-9345,N|edcoZsG:<s5x
10395,Ramon,T,Anglin,4,M,3/26/1976,47586,304-661-0073,uthkWEYu2f-
10396,Maegan,D,Angulo,4,F,5/30/1969,165472,314-841-8434,SG;b^UT<F[Y$Ok
10397,Hildegarde,S,Anthony,3,F,9/28/1992,119223,262-831-2532,4\?A:TGfM
10398,Bernita,E,Aquino,1,F,3/24/1974,120591,209-412-4398,CkWv0+%frt?F
10399,Merri,X,Aquino,4,F,8/25/1987,181435,252-520-6546,f{76]S;sLU:Bk4p
10400,Gary,C,Aquino,3,F,6/20/1979,116197,304-686-3692,Vf%;Am7@UVK{_!p
10401,Roderick,X,Araujo,1,M,9/17/1965,71546,215-854-1460,N@Xugxfx?
10402,Aleen,S,Araujo,3,F,05/10/1978,56546,205-492-3826,Bq|uR%t>/|m0
10403,Stanton,M,Araujo,3,M,03/04/1968,117313,217-295-4005,t<@5}<-oqK@7KZ
10404,Len,Y,Arce,3,M,1/15/1987,108052,319-224-7336,tzPz5BU}piK_/
10405,Loyd,B,Archer,3,M,3/29/1989,63503,262-344-9716,8[CSL49Cx
10406,Stanton,C,Archer,2,M,04/02/1994,174548,262-990-8719,f[kD0r1M!>p<7a
10407,Bebe,R,Archibald,3,F,06/10/1987,79660,270-428-7462,8-I<@F2Q
10408,Laurice,D,Archie,2,F,1/17/1986,108263,210-480-8981,j-HjjSCx-Z
10409,Serita,L,Archie,3,F,07/05/1988,52480,252-856-8713,zstgD$_R;mrGz]i
10410,Latrina,Q,Archuleta,3,F,04/09/1965,105951,209-916-7490,b_uM?Qf2T$wFV
10411,Georgeanna,R,Arellano,2,F,01/03/1959,136795,215-659-8555,kX.*FObM[9GN_W
10412,Austin,J,Arevalo,4,M,11/07/1992,69879,423-566-8996,3sX@&0&KO{IK}/e
10413,Coy,P,Arias,2,M,11/26/1986,58957,218-517-6418,ndd4lnIZO|?
10414,Shaun,R,Arias,3,M,7/27/1959,171102,202-552-9556,gSg7_zFvq!T43
10415,Tracy,F,Arias,2,M,11/12/1993,97352,605-304-6696,PI/|acyOAb-gxe
10416,Lina,T,Armijo,2,F,1/27/1969,158119,480-430-8778,Uax^TfBD6Hw
10417,Darin,S,Armstead,3,M,9/27/1973,144315,215-490-5489,XAvm9.J#d
10418,Royal,P,Armstead,3,M,8/31/1964,123704,212-694-2992,xt2b$<eOTLZ;152
10419,Polly,N,Armstrong,3,F,07/09/1991,71907,210-954-5699,9hvZTU|NiZ&
10420,Julieta,T,Armstrong,4,F,4/16/1991,92051,240-421-6810,3;fq3zd2TwSzP<-
10421,Chuck,N,Arndt,2,M,10/10/1978,51176,252-541-6002,OEs{gymwudC
10422,Angelika,T,Arndt,2,F,12/15/1961,76281,209-510-3859,2W~BTurMdy3$
10423,Alberto,Z,Arndt,4,M,2/19/1965,148827,270-712-7392,CW6Y&Kc^_+-FM
10424,Mario,K,Arnold,4,M,10/28/1971,161913,308-886-7584,q4?pNTg]g+G
10425,Rick,Z,Arnold,3,M,2/21/1980,88651,210-515-1206,g{om@X$Xuw?y&
10426,Emerson,Y,Arredondo,2,M,2/23/1963,107508,218-730-7618,jo3LD/1&?J_gP[I
10427,Noel,U,Arreola,3,M,12/21/1972,81791,603-427-7331,fMXEMk3f
10428,Ngoc,L,Arriaga,2,F,8/27/1995,169186,270-620-7521,q:UHMg$yJQ
10429,Zachery,Y,Arriaga,4,M,2/27/1958,94628,252-904-0786,C?SDLePV!@<u
10430,Maxwell,Y,Arriaga,3,M,10/04/1965,55091,217-915-9160,03O<{<QJM]s<&US
10431,Tessie,D,Arriola,3,F,8/26/1959,120243,208-568-8520,JFT79</Gd
10432,Nilsa,T,Arriola,3,F,4/29/1995,172813,314-552-4985,RXzBdjpEg[
10433,Arnoldo,G,Arsenault,2,M,5/27/1996,108392,209-298-5287,ji|v\ZeV
10434,Annice,O,Arsenault,2,F,09/11/1963,173293,216-976-0432,yN]c?OQWFW
10435,Ruthann,N,Arsenault,3,F,5/22/1970,124819,212-429-1320,8Nq63lE:MlMXJ~
10436,Andrew,D,Arthur,4,M,4/13/1996,107821,218-988-0980,f@tC/7F1mo\/
10437,Alena,S,Arthur,1,F,8/22/1979,163415,218-729-5178,IvdVgBEIRM}Y>}
10438,Hollis,R,Asbury,4,F,06/05/1958,49711,207-374-3412,d}/p+v$BldLE
10439,Marsha,J,Ash,2,F,09/06/1965,139833,339-673-7092,k@:4yA+7Nrsi
10440,Aracely,D,Ashby,3,F,01/03/1982,40152,304-728-0047,SXZ|;]]+\]
10441,Floyd,A,Ashcraft,4,M,11/29/1989,74795,270-417-3574,lE66O0:9h[
10442,Fletcher,P,Ashcraft,3,M,11/01/1972,177282,605-941-5651,w[[0V;NuQ3
10443,Altha,G,Ashcraft,3,F,01/08/1973,78505,203-299-5290,nn:9aB{1PP_$Uz
10444,Myong,T,Ashe,1,F,9/18/1978,179062,217-402-3984,3a0s4r.$
10445,Sanjuana,M,Ashford,1,F,7/15/1986,169320,225-566-3440,DT}F>\HA
10446,William,Q,Ashford,2,M,8/13/1991,199465,236-550-0777,qPwJKp\gAh?q
10447,Amos,N,Ashworth,4,M,8/21/1960,195467,209-720-4268,D<>:inOxf!Y4-SV
10448,Chi,F,Askew,4,M,10/11/1971,135519,231-392-4386,qXo;W7r^zf
10449,Garth,H,Atchison,1,M,07/04/1976,129979,605-271-0176,F?bD~Q[y^ks$
10450,Maybell,F,Atchison,4,F,12/14/1995,71148,314-831-0658,n&5YH|s5uL{ds
10451,Herman,L,Atkinson,3,M,03/10/1979,199602,212-845-7635,9h/JUWPpE|.|&3K
10452,Ranae,Z,Atwell,2,F,4/27/1970,95768,480-828-2480,4F0w4i?%o
10453,Gerry,U,Atwood,3,M,9/26/1962,44513,240-990-4415,T:}0ps|W^0
10454,Maryjo,E,Augustine,2,F,8/21/1977,50796,206-979-4598,5A1zXuLt~
10455,Diego,X,Austin,3,M,11/18/1992,145785,308-549-9140,z3n{Tx413
10456,Joshua,U,Autry,2,F,1/25/1969,181665,405-479-8669,a#$Cj>Rw
10457,Morton,Q,Autry,2,M,04/07/1980,42170,304-404-3444,0|R2%#_Po^U1
10458,Micah,A,Autry,4,M,3/20/1971,48266,228-343-3142,c!0/;T:VEA*ff7M
10459,Mallie,H,Avery,1,F,01/12/1988,110563,605-371-7625,TS6Z?$/ntF1@7
10460,Fredric,W,Avila,3,M,7/24/1995,166910,215-433-1343,jTK_xIHQ
10461,Lita,B,Avila,2,F,01/06/1969,137423,262-267-2742,iF}?s#B?U\r
10462,Tera,V,Aviles,3,F,12/12/1957,40385,215-939-4638,t:s\/Q:28Fls
10463,Shonta,G,Aviles,1,F,11/25/1971,179544,218-400-2545,c3M[gq{.{Em&~%
10464,Stacy,D,Ayers,4,M,12/03/1973,148130,252-506-0890,4SbA/2tyS
10465,Yessenia,P,Ayers,2,F,8/17/1959,57219,319-634-6655,cDTi7a\#pQ:P
10466,Raye,G,Babb,2,F,10/07/1964,143576,316-995-1987,VPQ_O&#oj
10467,Marquetta,I,Baber,2,F,06/05/1971,164544,803-408-9353,SL8[+<>/
10468,Lorrie,V,Baber,1,F,11/20/1995,76298,212-273-3932,r1C\~kk]Uu
10469,Alan,U,Baber,4,M,08/04/1992,132935,210-734-2133,ey7D\@~:K%sF
10470,Minerva,F,Baca,4,F,3/16/1974,79157,215-451-8126,rIj9-[dyC
10471,Jonelle,L,Baca,1,F,5/31/1994,163881,210-779-4233,9d#G92a6$dSqAp
10472,Carmon,Y,Bach,2,F,6/20/1992,84892,212-365-8012,yF[:OfytUL6<
10473,Bob,F,Back,2,M,05/10/1974,92143,316-735-4135,X]6lw>fO
10474,Juliette,D,Back,3,F,1/25/1985,115965,480-539-4480,hCk^@NYx0Ct;
10475,Mercedez,P,Bader,4,F,1/23/1964,64127,217-803-2875,4md>U~y\#%3
10476,Shelby,S,Badger,4,M,5/16/1989,155024,303-457-1406,HM52VAZQ
10477,Fairy,W,Badillo,2,F,9/14/1976,163637,236-290-8654,YpFjI6EaG
10478,Magan,A,Baez,3,F,6/14/1991,199727,210-919-6571,5pUW_R.Nf!
10479,Marco,F,Bagley,1,M,02/10/1986,73721,217-833-4919,hNH&zr!Bv&
10480,Cyrus,D,Bagley,2,M,01/11/1959,154809,209-208-1530,nepgd]lAyZ-
10481,Alicia,S,Bagley,1,F,06/09/1992,132031,252-257-9498,i+[Y0^kWS[LA0
10482,Jacinta,F,Bagley,4,F,12/03/1977,177652,303-350-5312,9G|JcAxKS0LhD;
10483,Evelin,E,Bagley,2,F,06/08/1972,46319,215-517-6464,5u&Z*HV<8uLdVw:
10484,Bryanna,W,Bagley,2,F,12/11/1990,190986,505-550-5382,8j3$cDfD]l}_IkY
10485,Fred,T,Bagwell,2,M,12/04/1966,174884,206-996-8360,y1D-oawh
10486,Dirk,D,Bain,2,M,05/01/1995,84670,480-502-7211,v2dAN]|*L|$M
10487,Larisa,M,Baines,3,F,4/27/1995,181320,210-743-6823,j!51z?kF+Vvk
10488,Dorian,I,Baines,4,M,5/29/1986,49535,209-849-9941,qi<{8ydo*H}@66H
10489,Noella,C,Ballinger,1,F,12/12/1978,113886,262-212-7472,e:RAG:\<Odk
10490,Jefferey,S,Ballinger,2,M,12/29/1981,165720,304-295-1976,eq^ZwKnsN.S
10491,Chantell,E,Ballinger,3,F,8/31/1990,154905,270-705-6498,U0nz-#rgf|QM
10492,Kari,P,Ballou,4,F,7/14/1991,51087,231-817-0419,27.Xq9t^
10493,Birgit,C,Ballou,2,F,8/22/1981,135893,219-625-6273,Kq>XTVWtxL*p
10494,Rhett,M,Banda,4,M,3/26/1995,58804,209-760-1139,v?:RC;co^
10495,Dexter,M,Banda,3,M,9/29/1970,192179,217-208-6411,MV$$7.n\<JF6.T
10496,Lekisha,K,Bankston,2,F,09/03/1994,181567,217-760-2713,x~$zZWc8
10497,Dillon,N,Bankston,1,M,1/31/1978,66218,202-272-5295,Gxn]Xp8&WH&4;_p
10498,Miquel,V,Banner,1,M,6/19/1980,151949,210-912-9432,AE<^6\nW<F&W
10499,Shannon,C,Bannister,3,F,11/25/1981,93047,505-759-6622,bS8n.U193Y
10500,Elly,K,Banuelos,3,F,09/12/1984,132601,215-742-2185,sh8JzRLM6pw3D
10501,Alfonso,C,Barba,3,M,07/06/1980,170285,215-514-9086,q}HM#{U^|%ffJ<
10502,Lucio,A,Barber,3,M,04/01/1996,116006,319-409-9281,Bvh6%KJO
10503,Clinton,E,Barbosa,1,M,8/19/1972,109782,210-650-8962,sGj+X<uPEI.v
10504,Melvin,H,Barbour,2,M,04/06/1996,81504,231-361-2187,O?|b+}Tr
10505,Alisha,L,Bard,3,F,7/15/1966,136301,206-821-9711,q.q3>iR1
10506,Ashly,C,Bard,1,F,02/05/1969,77529,236-974-6429,Wwta>z>KuFa+%a#
10507,Jamel,D,Barela,2,M,11/20/1987,191845,215-868-6530,Q2fob8^#F
10508,Burton,V,Barfield,2,M,10/04/1968,52494,803-435-9463,erlTtmxI|i
10509,Leland,U,Barger,2,M,7/28/1990,144811,252-571-9400,CF;wix~j
10510,Kieth,Z,Barger,2,M,2/14/1992,135225,209-875-3717,8TJ2eKY&\h8F0k
10511,Chris,N,Barham,1,M,6/21/1986,160941,209-402-1400,e/+//[[JdPV[C
10512,Abraham,E,Barker,4,M,5/18/1971,103432,319-490-8644,7DK.:*uL]JFoOEY
10513,Siobhan,Z,Barkley,3,F,07/12/1958,127058,236-434-3416,n?\#~QoUO}mH
10514,Amado,G,Barksdale,4,M,10/18/1984,55398,212-827-2846,m*|@1|Dc
10515,Wynell,L,Barksdale,3,F,12/11/1988,120107,303-792-0511,SgPjjjb$6x
10516,Edmund,S,Barnard,3,M,06/06/1961,148627,212-338-3693,wA~+8fZf5EOL:t
10517,Zulma,R,Barnett,4,F,5/14/1958,152538,219-996-7943,O9rLX;HHNqYBD
10518,Roma,U,Barnette,2,F,03/06/1964,138539,205-308-6221,b4S{]\EEu3sB
10519,Lindy,E,Barney,2,F,07/03/1971,42052,218-651-5042,NvCSjWKJi8<|
10520,Hortensia,Z,Barnhart,2,F,05/10/1994,68972,316-617-5396,VA+@!y68
10521,Federico,A,Barnhart,2,M,10/26/1959,157353,209-714-7301,qZ1J0*691u
10522,Wendell,N,Barnhart,4,M,11/17/1983,149659,225-567-1891,E.8fxl>>*OPl
10523,Deandrea,G,Barnhill,3,F,7/29/1991,145263,270-890-7134,M9JIDmT/nTo
10524,Kelly,C,Barnhill,1,M,12/28/1993,169141,229-723-2913,V7Aca~v:^Q]^vjp
10525,Ninfa,V,Baron,3,F,1/28/1966,60125,236-574-8208,0\sBJiTQ
10526,Sheridan,W,Barone,2,F,8/15/1979,184068,215-371-2696,Jy%lY7M5O+CMg
10527,Arron,X,Barraza,1,M,01/08/1972,162818,209-207-5928,4u/3BNm#sV]>H]
10528,August,O,Barrera,3,M,12/09/1966,44968,319-541-6178,98d]tFzZ>PO:
10529,Heath,G,Barrett,2,M,1/14/1983,138502,219-723-0938,ngyCFsOs4%+-4
10530,Ozie,U,Barrientos,3,F,03/12/1970,57902,270-820-6512,jBo\tJmRL3sDj
10531,Ellis,H,Barrientos,4,M,05/01/1995,193240,316-510-7549,1QDC4aPhg]7G?rF
10532,Joycelyn,U,Barrientos,3,F,10/13/1991,118534,423-567-6290,DK?5ff]*cT6}5|W
10533,Efren,B,Barringer,2,M,08/08/1986,139172,216-626-4110,bC-t*Us$q5.
10534,Aurelia,T,Barrios,4,F,5/20/1995,85343,206-627-1891,t/Y2DUgS
10535,Mervin,B,Barrios,2,M,7/19/1968,131278,215-637-2144,4x0@Eu{{a[6
10536,Socorro,J,Barron,2,F,1/19/1976,159427,209-504-8784,pR-6nt2eW
10537,Emmitt,W,Barron,1,M,02/03/1987,77577,339-718-5463,YJ&|P<8h881*Lz7
10538,Jasmin,T,Barrow,1,,5/18/1978,196458,218-810-1441,Xq:5DY.&f
10539,Chang,E,Barrows,2,M,6/19/1958,97691,316-379-3840,bjn{>@kEuz4
10540,Earlie,D,Barry,2,F,5/20/1994,168579,239-875-2150,1!BLj~Bv
10541,Lashaun,K,Barry,3,F,09/04/1990,151441,303-271-0917,Ou6#7-!$LXz3r
10542,Wenona,Z,Barry,2,F,12/14/1965,158896,219-360-5535,u9a;xZRlD>@VV
10543,Christian,O,Bartels,3,M,7/29/1980,96903,314-336-5674,bclK^_uhu
10544,Coral,P,Bartholomew,2,F,12/27/1992,72855,423-247-1036,v]&pB$nu3L
10545,Stewart,X,Bartholomew,3,M,3/22/1958,113276,505-942-0498,v#4C_KSk3uH
10546,Noriko,O,Bartlett,4,F,01/04/1989,167581,262-627-7494,a{rRLfi7
10547,Leo,F,Bartley,1,M,11/12/1992,192634,304-716-6019,f.I~duzk@#&}T82
10548,Jamie,F,Basham,3,M,2/21/1970,112204,231-967-3260,0YsV$$L\UYV
10549,Daysi,C,Baskin,3,F,10/31/1957,194712,314-584-3519,I0<F1?A:0
10550,Garnet,G,Bass,4,F,12/30/1978,114915,209-249-5757,8y6]2|a~&u
10551,Terry,R,Batson,2,F,01/11/1980,198704,210-538-7759,6NGrmO9z?^Nq
10552,Wanetta,F,Batson,3,F,05/08/1961,84744,207-380-9378,dy>t-NQaNy$w
10553,Kandy,P,Batson,1,F,11/23/1993,69387,314-587-4476,OqO\20L2p0>1
10554,Taneka,V,Battaglia,2,F,9/29/1981,79496,339-268-8284,ZS[eRf>26hB2N
10555,Claretta,V,Batten,1,F,11/02/1979,126843,240-797-4466,2eD*QOX[o]
10556,Charlott,A,Batten,2,F,2/28/1987,57068,316-850-5955,km1{70T57%~Md
10557,Kimberli,P,Battle,4,F,05/03/1989,84604,218-395-1135,ypZy;-Ii
10558,Andres,L,Battles,4,M,2/21/1995,89521,210-889-3460,O*F{L;uHL
10559,Nina,G,Batts,2,F,7/24/1961,73683,201-639-4579,c}5y\{6Q<pb~1lF
10560,Timmy,S,Bauer,3,M,03/10/1959,67751,262-221-5535,A$su<FFf*H*7
10561,Timmy,A,Baugh,2,M,03/09/1968,45467,262-461-4743,8Jy>7^A3^T;|AA!
10562,Michaele,G,Baughman,2,F,1/29/1967,163495,212-971-5809,IcC{C3gzc[#
10563,Antonio,Z,Bauman,4,M,2/22/1991,44453,339-665-6533,xIhfKmW#G3tS|A
10564,Clark,C,Bauman,4,M,9/13/1972,198532,212-810-8482,GQ@S-8FNC+KwxA+
10565,Elisha,S,Bauman,2,M,1/27/1960,153915,225-685-5566,MbR}^UA:]H4AqOP
10566,Evan,Z,Baumgardner,2,F,08/02/1984,154864,303-307-0377,ms{%~nUq
10567,Marshall,K,Baumgardner,2,F,08/09/1968,121727,304-641-9242,kOpL_EA]DlgMrd
10568,Glady,F,Baumgardner,3,F,02/08/1961,93956,339-644-1023,OGLw$0Sd0!Gg.1
10569,Torie,W,Baxley,2,F,3/27/1980,80061,239-421-5979,G:|G/w^yH&w&My]
10570,Genny,B,Baxter,4,F,08/10/1977,195304,209-763-2228,V*MR0o$I&HxVGX_
10571,Jarrod,W,Bayer,1,M,05/06/1972,148616,239-933-1894,utBjuws%3G
10572,Tyree,D,Baylor,4,M,4/27/1991,155067,210-404-8155,w4|lo74-7.
10573,Augusta,U,Baylor,2,F,6/16/1958,58332,219-934-2270,4r2Gr\9AoiKd
10574,Bernie,B,Beach,2,M,2/22/1972,160618,702-215-1987,4pC5A3sJb;
10575,Sudie,K,Beach,2,F,4/17/1964,190283,304-630-7825,LSr];N5-$dGX
10576,Darnell,W,Beale,4,M,08/05/1994,107346,206-977-4641,Hlm39B&QCu^6y
10577,Tamera,H,Beaman,2,F,11/18/1965,107809,803-215-4685,3&v.m91R
10578,Felton,U,Beaman,2,M,1/23/1979,83128,209-884-1537,6\EX7o4k^pah
10579,Alfred,O,Beamon,3,M,07/07/1963,118321,406-343-5419,g_nkbo7_$^
10580,Dannielle,K,Beamon,2,F,12/23/1985,196585,218-984-4777,xW^NWXPg&\Zw|D
10581,Anthony,B,Beane,3,,11/22/1980,165252,236-617-4440,7L$<d9W4_mEtZw
10582,Yong,N,Bear,3,,09/06/1994,157882,210-966-4854,3]*Rs:C5N
10583,Suellen,F,Bear,1,F,10/14/1959,56999,262-480-2610,uc$Y~NSJnWY
10584,Dale,P,Bear,1,M,1/15/1983,77419,401-224-9954,HiOZtv0*u:w&W
10585,Cruz,N,Bear,3,F,2/21/1978,150750,252-789-5092,xM~<&Gf01MweM4:
10586,Cynthia,Q,Beattie,4,F,11/26/1959,166298,210-401-3771,e]g31qY\Dj>V{v
10587,Don,W,Beatty,4,M,10/12/1969,197571,209-301-2786,Q;[{jJ-~Tc2r
10588,Roxane,K,Beatty,2,F,04/10/1976,83457,209-590-6458,E4G2<:$}O<r%f3
